id,district_id,region_id,district_name(en),region_name(en),gender_category,age_category,population_count
1199,129,8,Pop District,Chortoq,1,5,12975
1200,129,8,Pop District,Chortoq,1,6,15760
1201,130,8,To'raqo'rg'on District,Chortoq,0,1,43238
1202,130,8,To'raqo'rg'on District,Chortoq,0,2,11112
1203,130,8,To'raqo'rg'on District,Chortoq,0,3,19715
1204,130,8,To'raqo'rg'on District,Chortoq,0,4,16737
1205,130,8,To'raqo'rg'on District,Chortoq,0,5,13586
1206,130,8,To'raqo'rg'on District,Chortoq,0,6,19551
1207,130,8,To'raqo'rg'on District,Chortoq,1,1,46457
1208,130,8,To'raqo'rg'on District,Chortoq,1,2,11476
1209,130,8,To'raqo'rg'on District,Chortoq,1,3,20128
1210,130,8,To'raqo'rg'on District,Chortoq,1,4,17569
1211,130,8,To'raqo'rg'on District,Chortoq,1,5,12845
1212,130,8,To'raqo'rg'on District,Chortoq,1,6,18315
1213,132,8,Uychi District,Chortoq,0,1,42966
1214,132,8,Uychi District,Chortoq,0,2,11673
1215,132,8,Uychi District,Chortoq,0,3,20083
1216,132,8,Uychi District,Chortoq,0,4,15907
1217,132,8,Uychi District,Chortoq,0,5,12605
1218,132,8,Uychi District,Chortoq,0,6,15466
1219,132,8,Uychi District,Chortoq,1,1,45901
1220,132,8,Uychi District,Chortoq,1,2,12011
1221,132,8,Uychi District,Chortoq,1,3,19759
1222,132,8,Uychi District,Chortoq,1,4,15916
1223,132,8,Uychi District,Chortoq,1,5,11951
1224,132,8,Uychi District,Chortoq,1,6,13306
1225,131,8,Uchqo'rg'on District,Chortoq,0,1,32225
1226,131,8,Uchqo'rg'on District,Chortoq,0,2,8231
1227,131,8,Uchqo'rg'on District,Chortoq,0,3,14394
1228,131,8,Uchqo'rg'on District,Chortoq,0,4,13731
1229,131,8,Uchqo'rg'on District,Chortoq,0,5,10920
1230,131,8,Uchqo'rg'on District,Chortoq,0,6,14507
1231,131,8,Uchqo'rg'on District,Chortoq,1,1,34780
1232,131,8,Uchqo'rg'on District,Chortoq,1,2,8198
1233,131,8,Uchqo'rg'on District,Chortoq,1,3,14677
1234,131,8,Uchqo'rg'on District,Chortoq,1,4,13355
1235,131,8,Uchqo'rg'on District,Chortoq,1,5,10765
1236,131,8,Uchqo'rg'on District,Chortoq,1,6,12939
1237,123,8,Chortoq District,Chortoq,0,1,38214
1238,123,8,Chortoq District,Chortoq,0,2,8931
1239,123,8,Chortoq District,Chortoq,0,3,18193
1240,123,8,Chortoq District,Chortoq,0,4,16109
1241,123,8,Chortoq District,Chortoq,0,5,11956
1242,123,8,Chortoq District,Chortoq,0,6,15676
1243,123,8,Chortoq District,Chortoq,1,1,40615
1244,123,8,Chortoq District,Chortoq,1,2,9537
1245,123,8,Chortoq District,Chortoq,1,3,18056
1246,123,8,Chortoq District,Chortoq,1,4,16286
1247,123,8,Chortoq District,Chortoq,1,5,11545
1248,123,8,Chortoq District,Chortoq,1,6,14098
1249,124,8,Chust District,Chortoq,0,1,47179
1250,124,8,Chust District,Chortoq,0,2,11108
1251,124,8,Chust District,Chortoq,0,3,24861
1252,124,8,Chust District,Chortoq,0,4,20193
1253,124,8,Chust District,Chortoq,0,5,15567
1254,124,8,Chust District,Chortoq,0,6,23434
1255,124,8,Chust District,Chortoq,1,1,52083
1256,124,8,Chust District,Chortoq,1,2,12951
1257,124,8,Chust District,Chortoq,1,3,26085
1258,124,8,Chust District,Chortoq,1,4,21535
1259,124,8,Chust District,Chortoq,1,5,15337
1260,124,8,Chust District,Chortoq,1,6,21098
1261,133,8,Yangiqo'rg'on District,Chortoq,0,1,40301
1262,133,8,Yangiqo'rg'on District,Chortoq,0,2,11966
1263,133,8,Yangiqo'rg'on District,Chortoq,0,3,20798
1264,133,8,Yangiqo'rg'on District,Chortoq,0,4,16554
1265,133,8,Yangiqo'rg'on District,Chortoq,0,5,13077
1266,133,8,Yangiqo'rg'on District,Chortoq,0,6,16264
1267,133,8,Yangiqo'rg'on District,Chortoq,1,1,43185
1268,133,8,Yangiqo'rg'on District,Chortoq,1,2,12598
1269,133,8,Yangiqo'rg'on District,Chortoq,1,3,21937
1270,133,8,Yangiqo'rg'on District,Chortoq,1,4,17049
1271,133,8,Yangiqo'rg'on District,Chortoq,1,5,12880
1272,133,8,Yangiqo'rg'on District,Chortoq,1,6,15180
1273,,,,,0,1,769556
1274,,,,,0,2,208240
1275,,,,,0,3,346581
1276,,,,,0,4,290837
1277,,,,,0,5,212524
1278,,,,,0,6,304241
1279,,,,,1,1,827875
1280,,,,,1,2,221275
1281,,,,,1,3,362067
1282,,,,,1,4,291566
1283,,,,,1,5,201143
1284,,,,,1,6,261558
1285,58,9,Samarqand District,Bulung'ur,0,1,86988
1286,58,9,Samarqand District,Bulung'ur,0,2,29949
1287,58,9,Samarqand District,Bulung'ur,0,3,48640
1288,58,9,Samarqand District,Bulung'ur,0,4,47560
1289,58,9,Samarqand District,Bulung'ur,0,5,37915
1290,58,9,Samarqand District,Bulung'ur,0,6,55757
1291,58,9,Samarqand District,Bulung'ur,1,1,92888
1292,58,9,Samarqand District,Bulung'ur,1,2,30070
1293,58,9,Samarqand District,Bulung'ur,1,3,48864
1294,58,9,Samarqand District,Bulung'ur,1,4,44703
1295,58,9,Samarqand District,Bulung'ur,1,5,32665
1296,58,9,Samarqand District,Bulung'ur,1,6,39820
1297,,,,,0,1,16443
1298,,,,,0,2,4973
1299,,,,,0,3,7558
1300,,,,,0,4,7264
1301,,,,,0,5,5074
1302,,,,,0,6,6779
1303,,,,,1,1,17544
1304,,,,,1,2,4973
1305,,,,,1,3,7797
1306,,,,,1,4,6562
1307,,,,,1,5,4845
1308,,,,,1,6,6070
1309,54,9,Oqdaryo District,Bulung'ur,0,1,31518
1310,54,9,Oqdaryo District,Bulung'ur,0,2,8865
1311,54,9,Oqdaryo District,Bulung'ur,0,3,15589
1312,54,9,Oqdaryo District,Bulung'ur,0,4,12135
1313,54,9,Oqdaryo District,Bulung'ur,0,5,8663
1314,54,9,Oqdaryo District,Bulung'ur,0,6,10858
1315,54,9,Oqdaryo District,Bulung'ur,1,1,34624
1316,54,9,Oqdaryo District,Bulung'ur,1,2,9815
1317,54,9,Oqdaryo District,Bulung'ur,1,3,14796
1318,54,9,Oqdaryo District,Bulung'ur,1,4,11500
1319,54,9,Oqdaryo District,Bulung'ur,1,5,8482
1320,54,9,Oqdaryo District,Bulung'ur,1,6,10372
1321,47,9,Bulung'ur District,Bulung'ur,0,1,38227
1322,47,9,Bulung'ur District,Bulung'ur,0,2,11144
1323,47,9,Bulung'ur District,Bulung'ur,0,3,17045
1324,47,9,Bulung'ur District,Bulung'ur,0,4,12979
1325,47,9,Bulung'ur District,Bulung'ur,0,5,9622
1326,47,9,Bulung'ur District,Bulung'ur,0,6,12264
1327,47,9,Bulung'ur District,Bulung'ur,1,1,40831
1328,47,9,Bulung'ur District,Bulung'ur,1,2,11541
1329,47,9,Bulung'ur District,Bulung'ur,1,3,19173
1330,47,9,Bulung'ur District,Bulung'ur,1,4,13218
1331,47,9,Bulung'ur District,Bulung'ur,1,5,9523
1332,47,9,Bulung'ur District,Bulung'ur,1,6,11302
1333,49,9,Jomboy District,Bulung'ur,0,1,36466
1334,49,9,Jomboy District,Bulung'ur,0,2,8391
1335,49,9,Jomboy District,Bulung'ur,0,3,16854
1336,49,9,Jomboy District,Bulung'ur,0,4,13177
1337,49,9,Jomboy District,Bulung'ur,0,5,8584
1338,49,9,Jomboy District,Bulung'ur,0,6,12670
1339,49,9,Jomboy District,Bulung'ur,1,1,38665
1340,49,9,Jomboy District,Bulung'ur,1,2,9199
1341,49,9,Jomboy District,Bulung'ur,1,3,16421
1342,49,9,Jomboy District,Bulung'ur,1,4,13719
1343,49,9,Jomboy District,Bulung'ur,1,5,8264
1344,49,9,Jomboy District,Bulung'ur,1,6,11704
1345,48,9,Ishtixon District,Bulung'ur,0,1,52273
1346,48,9,Ishtixon District,Bulung'ur,0,2,14775
1347,48,9,Ishtixon District,Bulung'ur,0,3,22440
1348,48,9,Ishtixon District,Bulung'ur,0,4,18256
1349,48,9,Ishtixon District,Bulung'ur,0,5,13531
1350,48,9,Ishtixon District,Bulung'ur,0,6,18580
1351,48,9,Ishtixon District,Bulung'ur,1,1,55639
1352,48,9,Ishtixon District,Bulung'ur,1,2,15155
1353,48,9,Ishtixon District,Bulung'ur,1,3,24080
1354,48,9,Ishtixon District,Bulung'ur,1,4,17533
1355,48,9,Ishtixon District,Bulung'ur,1,5,12754
1356,48,9,Ishtixon District,Bulung'ur,1,6,17210
1357,,,,,0,1,53619
1358,,,,,0,2,14306
1359,,,,,0,3,25480
1360,,,,,0,4,20444
1361,,,,,0,5,14429
1362,,,,,0,6,19282
1363,,,,,1,1,56905
1364,,,,,1,2,16034
1365,,,,,1,3,25750
1366,,,,,1,4,20874
1367,,,,,1,5,14510
1368,,,,,1,6,18124
1369,51,9,Qo'shrabot District,Bulung'ur,0,1,28111
1370,51,9,Qo'shrabot District,Bulung'ur,0,2,6528
1371,51,9,Qo'shrabot District,Bulung'ur,0,3,11772
1372,51,9,Qo'shrabot District,Bulung'ur,0,4,9507
1373,51,9,Qo'shrabot District,Bulung'ur,0,5,6278
1374,51,9,Qo'shrabot District,Bulung'ur,0,6,8471
1375,51,9,Qo'shrabot District,Bulung'ur,1,1,30159
1376,51,9,Qo'shrabot District,Bulung'ur,1,2,8000
1377,51,9,Qo'shrabot District,Bulung'ur,1,3,11815
1378,51,9,Qo'shrabot District,Bulung'ur,1,4,9875
1379,51,9,Qo'shrabot District,Bulung'ur,1,5,6167
1380,51,9,Qo'shrabot District,Bulung'ur,1,6,7728
1381,52,9,Narpay District,Bulung'ur,0,1,40228
1382,52,9,Narpay District,Bulung'ur,0,2,11964
1383,52,9,Narpay District,Bulung'ur,0,3,18776
1384,52,9,Narpay District,Bulung'ur,0,4,15141
1385,52,9,Narpay District,Bulung'ur,0,5,11363
1386,52,9,Narpay District,Bulung'ur,0,6,16289
1387,52,9,Narpay District,Bulung'ur,1,1,41938
1388,52,9,Narpay District,Bulung'ur,1,2,12797
1389,52,9,Narpay District,Bulung'ur,1,3,19857
1390,52,9,Narpay District,Bulung'ur,1,4,16119
1391,52,9,Narpay District,Bulung'ur,1,5,11570
1392,52,9,Narpay District,Bulung'ur,1,6,15519
1393,56,9,Payariq District,Bulung'ur,0,1,54614
1394,56,9,Payariq District,Bulung'ur,0,2,12443
1395,56,9,Payariq District,Bulung'ur,0,3,21705
1396,56,9,Payariq District,Bulung'ur,0,4,15572
1397,56,9,Payariq District,Bulung'ur,0,5,12439
1398,56,9,Payariq District,Bulung'ur,0,6,18009
1399,56,9,Payariq District,Bulung'ur,1,1,59803
1400,56,9,Payariq District,Bulung'ur,1,2,13482
1401,56,9,Payariq District,Bulung'ur,1,3,25413
1402,56,9,Payariq District,Bulung'ur,1,4,17779
1403,56,9,Payariq District,Bulung'ur,1,5,12464
1404,56,9,Payariq District,Bulung'ur,1,6,16056
1405,57,9,Pastdarg'om District,Bulung'ur,0,1,69825
1406,57,9,Pastdarg'om District,Bulung'ur,0,2,18434
1407,57,9,Pastdarg'om District,Bulung'ur,0,3,31149
1408,57,9,Pastdarg'om District,Bulung'ur,0,4,25836
1409,57,9,Pastdarg'om District,Bulung'ur,0,5,19885
1410,57,9,Pastdarg'om District,Bulung'ur,0,6,29505
1411,57,9,Pastdarg'om District,Bulung'ur,1,1,76066
1412,57,9,Pastdarg'om District,Bulung'ur,1,2,20178
1413,57,9,Pastdarg'om District,Bulung'ur,1,3,32639
1414,57,9,Pastdarg'om District,Bulung'ur,1,4,25731
1415,57,9,Pastdarg'om District,Bulung'ur,1,5,18275
1416,57,9,Pastdarg'om District,Bulung'ur,1,6,24541
1417,55,9,Paxtachi District,Bulung'ur,0,1,27403
1418,55,9,Paxtachi District,Bulung'ur,0,2,7382
1419,55,9,Paxtachi District,Bulung'ur,0,3,11574
1420,55,9,Paxtachi District,Bulung'ur,0,4,10004
1421,55,9,Paxtachi District,Bulung'ur,0,5,7864
1422,55,9,Paxtachi District,Bulung'ur,0,6,13275
1423,55,9,Paxtachi District,Bulung'ur,1,1,29476
1424,55,9,Paxtachi District,Bulung'ur,1,2,7608
1425,55,9,Paxtachi District,Bulung'ur,1,3,12017
1426,55,9,Paxtachi District,Bulung'ur,1,4,10396
1427,55,9,Paxtachi District,Bulung'ur,1,5,7175
1428,55,9,Paxtachi District,Bulung'ur,1,6,10367
1429,58,9,Samarqand District,Bulung'ur,0,1,49276
1430,58,9,Samarqand District,Bulung'ur,0,2,11937
1431,58,9,Samarqand District,Bulung'ur,0,3,22574
1432,58,9,Samarqand District,Bulung'ur,0,4,18038
1433,58,9,Samarqand District,Bulung'ur,0,5,13165
1434,58,9,Samarqand District,Bulung'ur,0,6,22638
1435,58,9,Samarqand District,Bulung'ur,1,1,53040
1436,58,9,Samarqand District,Bulung'ur,1,2,12828
1437,58,9,Samarqand District,Bulung'ur,1,3,23250
1438,58,9,Samarqand District,Bulung'ur,1,4,19076
1439,58,9,Samarqand District,Bulung'ur,1,5,12608
1440,58,9,Samarqand District,Bulung'ur,1,6,20162
1441,53,9,Nurobod District,Bulung'ur,0,1,30911
1442,53,9,Nurobod District,Bulung'ur,0,2,8303
1443,53,9,Nurobod District,Bulung'ur,0,3,11586
1444,53,9,Nurobod District,Bulung'ur,0,4,10147
1445,53,9,Nurobod District,Bulung'ur,0,5,8505
1446,53,9,Nurobod District,Bulung'ur,0,6,12565
1447,53,9,Nurobod District,Bulung'ur,1,1,33354
1448,53,9,Nurobod District,Bulung'ur,1,2,9447
1449,53,9,Nurobod District,Bulung'ur,1,3,12273
1450,53,9,Nurobod District,Bulung'ur,1,4,10083
1451,53,9,Nurobod District,Bulung'ur,1,5,7768
1452,53,9,Nurobod District,Bulung'ur,1,6,10835
1453,60,9,Urgut District,Bulung'ur,0,1,113263
1454,60,9,Urgut District,Bulung'ur,0,2,28278
1455,60,9,Urgut District,Bulung'ur,0,3,45250
1456,60,9,Urgut District,Bulung'ur,0,4,38465
1457,60,9,Urgut District,Bulung'ur,0,5,24998
1458,60,9,Urgut District,Bulung'ur,0,6,31407
1459,60,9,Urgut District,Bulung'ur,1,1,122475
1460,60,9,Urgut District,Bulung'ur,1,2,29974
1461,60,9,Urgut District,Bulung'ur,1,3,49320
1462,60,9,Urgut District,Bulung'ur,1,4,37934
1463,60,9,Urgut District,Bulung'ur,1,5,24331
1464,60,9,Urgut District,Bulung'ur,1,6,26954
1465,59,9,Toyloq District,Bulung'ur,0,1,40391
1466,59,9,Toyloq District,Bulung'ur,0,2,10568
1467,59,9,Toyloq District,Bulung'ur,0,3,18589
1468,59,9,Toyloq District,Bulung'ur,0,4,16316
1469,59,9,Toyloq District,Bulung'ur,0,5,10211
1470,59,9,Toyloq District,Bulung'ur,0,6,15895
1471,59,9,Toyloq District,Bulung'ur,1,1,44468
1472,59,9,Toyloq District,Bulung'ur,1,2,10174
1473,59,9,Toyloq District,Bulung'ur,1,3,18602
1474,59,9,Toyloq District,Bulung'ur,1,4,16467
1475,59,9,Toyloq District,Bulung'ur,1,5,9748
1476,59,9,Toyloq District,Bulung'ur,1,6,14798
1477,,,,,0,1,549695
1478,,,,,0,2,141386
1479,,,,,0,3,244289
1480,,,,,0,4,198322
1481,,,,,0,5,141747
1482,,,,,0,6,179218
1483,,,,,1,1,590490
1484,,,,,1,2,149729
1485,,,,,1,3,254346
1486,,,,,1,4,194297
1487,,,,,1,5,137399
1488,,,,,1,6,164596
1489,86,10,Termiz District,Angor,0,1,35839
1490,86,10,Termiz District,Angor,0,2,10932
1491,86,10,Termiz District,Angor,0,3,17096
1492,86,10,Termiz District,Angor,0,4,14937
1493,86,10,Termiz District,Angor,0,5,11579
1494,86,10,Termiz District,Angor,0,6,15250
1495,86,10,Termiz District,Angor,1,1,38108
1496,86,10,Termiz District,Angor,1,2,10531
1497,86,10,Termiz District,Angor,1,3,15961
1498,86,10,Termiz District,Angor,1,4,13830
1499,86,10,Termiz District,Angor,1,5,10363
1500,86,10,Termiz District,Angor,1,6,12902
1501,82,10,Oltinsoy District,Angor,0,1,36666
1502,82,10,Oltinsoy District,Angor,0,2,8853
1503,82,10,Oltinsoy District,Angor,0,3,18169
1504,82,10,Oltinsoy District,Angor,0,4,12158
1505,82,10,Oltinsoy District,Angor,0,5,8749
1506,82,10,Oltinsoy District,Angor,0,6,11244
1507,82,10,Oltinsoy District,Angor,1,1,39939
1508,82,10,Oltinsoy District,Angor,1,2,10052
1509,82,10,Oltinsoy District,Angor,1,3,19111
1510,82,10,Oltinsoy District,Angor,1,4,12979
1511,82,10,Oltinsoy District,Angor,1,5,8875
1512,82,10,Oltinsoy District,Angor,1,6,10581
1513,74,10,Angor District,Angor,0,1,26139
1514,74,10,Angor District,Angor,0,2,6845
1515,74,10,Angor District,Angor,0,3,12906
1516,74,10,Angor District,Angor,0,4,10948
1517,74,10,Angor District,Angor,0,5,7622
1518,74,10,Angor District,Angor,0,6,8946
1519,74,10,Angor District,Angor,1,1,28911
1520,74,10,Angor District,Angor,1,2,6579
1521,74,10,Angor District,Angor,1,3,13265
1522,74,10,Angor District,Angor,1,4,10009
1523,74,10,Angor District,Angor,1,5,6806
1524,74,10,Angor District,Angor,1,6,8051
1525,75,10,Bandixon District,Angor,0,1,16070
1526,75,10,Bandixon District,Angor,0,2,4100
1527,75,10,Bandixon District,Angor,0,3,7889
1528,75,10,Bandixon District,Angor,0,4,5388
1529,75,10,Bandixon District,Angor,0,5,3701
1530,75,10,Bandixon District,Angor,0,6,4793
1531,75,10,Bandixon District,Angor,1,1,17293
1532,75,10,Bandixon District,Angor,1,2,4421
1533,75,10,Bandixon District,Angor,1,3,7805
1534,75,10,Bandixon District,Angor,1,4,5600
1535,75,10,Bandixon District,Angor,1,5,3777
1536,75,10,Bandixon District,Angor,1,6,4430
1537,76,10,Boysun District,Angor,0,1,23851
1538,76,10,Boysun District,Angor,0,2,6457
1539,76,10,Boysun District,Angor,0,3,10439
1540,76,10,Boysun District,Angor,0,4,8600
1541,76,10,Boysun District,Angor,0,5,5760
1542,76,10,Boysun District,Angor,0,6,6870
1543,76,10,Boysun District,Angor,1,1,26181
1544,76,10,Boysun District,Angor,1,2,6843
1545,76,10,Boysun District,Angor,1,3,10932
1546,76,10,Boysun District,Angor,1,4,8804
1547,76,10,Boysun District,Angor,1,5,6156
1548,76,10,Boysun District,Angor,1,6,6186
1549,81,10,Muzrabot District,Angor,0,1,28468
1550,81,10,Muzrabot District,Angor,0,2,7137
1551,81,10,Muzrabot District,Angor,0,3,13648
1552,81,10,Muzrabot District,Angor,0,4,11553
1553,81,10,Muzrabot District,Angor,0,5,7778
1554,81,10,Muzrabot District,Angor,0,6,10273
1555,81,10,Muzrabot District,Angor,1,1,30897
1556,81,10,Muzrabot District,Angor,1,2,7610
1557,81,10,Muzrabot District,Angor,1,3,12868
1558,81,10,Muzrabot District,Angor,1,4,10231
1559,81,10,Muzrabot District,Angor,1,5,7403
1560,81,10,Muzrabot District,Angor,1,6,8947
1561,77,10,Denov District,Angor,0,1,83636
1562,77,10,Denov District,Angor,0,2,20344
1563,77,10,Denov District,Angor,0,3,33072
1564,77,10,Denov District,Angor,0,4,28360
1565,77,10,Denov District,Angor,0,5,19736
1566,77,10,Denov District,Angor,0,6,25114
1567,77,10,Denov District,Angor,1,1,89998
1568,77,10,Denov District,Angor,1,2,21331
1569,77,10,Denov District,Angor,1,3,36305
1570,77,10,Denov District,Angor,1,4,29752
1571,77,10,Denov District,Angor,1,5,19777
1572,77,10,Denov District,Angor,1,6,23030
1573,78,10,Jarqo'rg'on District,Angor,0,1,45982
1574,78,10,Jarqo'rg'on District,Angor,0,2,11644
1575,78,10,Jarqo'rg'on District,Angor,0,3,19354
1576,78,10,Jarqo'rg'on District,Angor,0,4,16125
1577,78,10,Jarqo'rg'on District,Angor,0,5,11261
1578,78,10,Jarqo'rg'on District,Angor,0,6,14041
1579,78,10,Jarqo'rg'on District,Angor,1,1,49499
1580,78,10,Jarqo'rg'on District,Angor,1,2,13207
1581,78,10,Jarqo'rg'on District,Angor,1,3,21141
1582,78,10,Jarqo'rg'on District,Angor,1,4,16621
1583,78,10,Jarqo'rg'on District,Angor,1,5,11677
1584,78,10,Jarqo'rg'on District,Angor,1,6,13459
1585,80,10,Qumqo'rg'on District,Angor,0,1,48119
1586,80,10,Qumqo'rg'on District,Angor,0,2,13373
1587,80,10,Qumqo'rg'on District,Angor,0,3,21955
1588,80,10,Qumqo'rg'on District,Angor,0,4,18079
1589,80,10,Qumqo'rg'on District,Angor,0,5,13398
1590,80,10,Qumqo'rg'on District,Angor,0,6,16629
1591,80,10,Qumqo'rg'on District,Angor,1,1,50831
1592,80,10,Qumqo'rg'on District,Angor,1,2,13975
1593,80,10,Qumqo'rg'on District,Angor,1,3,21954
1594,80,10,Qumqo'rg'on District,Angor,1,4,16676
1595,80,10,Qumqo'rg'on District,Angor,1,5,12324
1596,80,10,Qumqo'rg'on District,Angor,1,6,14305
1597,79,10,Qiziriq District,Angor,0,1,24605
1598,79,10,Qiziriq District,Angor,0,2,5759
1599,79,10,Qiziriq District,Angor,0,3,10447
1600,79,10,Qiziriq District,Angor,0,4,8442
1601,79,10,Qiziriq District,Angor,0,5,5708
1602,79,10,Qiziriq District,Angor,0,6,7631
1603,79,10,Qiziriq District,Angor,1,1,26097
1604,79,10,Qiziriq District,Angor,1,2,6163
1605,79,10,Qiziriq District,Angor,1,3,10661
1606,79,10,Qiziriq District,Angor,1,4,8516
1607,79,10,Qiziriq District,Angor,1,5,5824
1608,79,10,Qiziriq District,Angor,1,6,7052
1609,83,10,Sariosiyo District,Angor,0,1,44148
1610,83,10,Sariosiyo District,Angor,0,2,10799
1611,83,10,Sariosiyo District,Angor,0,3,19032
1612,83,10,Sariosiyo District,Angor,0,4,14900
1613,83,10,Sariosiyo District,Angor,0,5,12040
1614,83,10,Sariosiyo District,Angor,0,6,15523
1615,83,10,Sariosiyo District,Angor,1,1,46037
1616,83,10,Sariosiyo District,Angor,1,2,10663
1617,83,10,Sariosiyo District,Angor,1,3,19794
1618,83,10,Sariosiyo District,Angor,1,4,14004
1619,83,10,Sariosiyo District,Angor,1,5,10979
1620,83,10,Sariosiyo District,Angor,1,6,14986
1621,86,10,Termiz District,Angor,0,1,16098
1622,86,10,Termiz District,Angor,0,2,3757
1623,86,10,Termiz District,Angor,0,3,7211
1624,86,10,Termiz District,Angor,0,4,5601
1625,86,10,Termiz District,Angor,0,5,4481
1626,86,10,Termiz District,Angor,0,6,6040
1627,86,10,Termiz District,Angor,1,1,17265
1628,86,10,Termiz District,Angor,1,2,4123
1629,86,10,Termiz District,Angor,1,3,7654
1630,86,10,Termiz District,Angor,1,4,5617
1631,86,10,Termiz District,Angor,1,5,4015
1632,86,10,Termiz District,Angor,1,6,5340
1633,87,10,Uzun District,Angor,0,1,37081
1634,87,10,Uzun District,Angor,0,2,10636
1635,87,10,Uzun District,Angor,0,3,15419
1636,87,10,Uzun District,Angor,0,4,12819
1637,87,10,Uzun District,Angor,0,5,8545
1638,87,10,Uzun District,Angor,0,6,9551
1639,87,10,Uzun District,Angor,1,1,39822
1640,87,10,Uzun District,Angor,1,2,11385
1641,87,10,Uzun District,Angor,1,3,16758
1642,87,10,Uzun District,Angor,1,4,12399
1643,87,10,Uzun District,Angor,1,5,8271
1644,87,10,Uzun District,Angor,1,6,9738
1645,84,10,Sherobod District,Angor,0,1,38699
1646,84,10,Sherobod District,Angor,0,2,10164
1647,84,10,Sherobod District,Angor,0,3,18202
1648,84,10,Sherobod District,Angor,0,4,15045
1649,84,10,Sherobod District,Angor,0,5,10521
1650,84,10,Sherobod District,Angor,0,6,13243
1651,84,10,Sherobod District,Angor,1,1,41523
1652,84,10,Sherobod District,Angor,1,2,10971
1653,84,10,Sherobod District,Angor,1,3,20087
1654,84,10,Sherobod District,Angor,1,4,13684
1655,84,10,Sherobod District,Angor,1,5,10333
1656,84,10,Sherobod District,Angor,1,6,12432
1657,85,10,Sho'rchi District,Angor,0,1,44294
1658,85,10,Sho'rchi District,Angor,0,2,10586
1659,85,10,Sho'rchi District,Angor,0,3,19450
1660,85,10,Sho'rchi District,Angor,0,4,15370
1661,85,10,Sho'rchi District,Angor,0,5,10869
1662,85,10,Sho'rchi District,Angor,0,6,14074
1663,85,10,Sho'rchi District,Angor,1,1,48089
1664,85,10,Sho'rchi District,Angor,1,2,11875
1665,85,10,Sho'rchi District,Angor,1,3,20050
1666,85,10,Sho'rchi District,Angor,1,4,15578
1667,85,10,Sho'rchi District,Angor,1,5,10822
1668,85,10,Sho'rchi District,Angor,1,6,13160
1669,,,,,0,1,158183
1670,,,,,0,2,46988
1671,,,,,0,3,77568
1672,,,,,0,4,72145
1673,,,,,0,5,47975
1674,,,,,0,6,60418
1675,,,,,1,1,170118
1676,,,,,1,2,48744
1677,,,,,1,3,77948
1678,,,,,1,4,72258
1679,,,,,1,5,47185
1680,,,,,1,6,51315
1681,102,11,Guliston District,Oqoltin,0,1,16221
1682,102,11,Guliston District,Oqoltin,0,2,5314
1683,102,11,Guliston District,Oqoltin,0,3,8600
1684,102,11,Guliston District,Oqoltin,0,4,7647
1685,102,11,Guliston District,Oqoltin,0,5,5745
1686,102,11,Guliston District,Oqoltin,0,6,7599
1687,102,11,Guliston District,Oqoltin,1,1,17666
1688,102,11,Guliston District,Oqoltin,1,2,5427
1689,102,11,Guliston District,Oqoltin,1,3,8734
1690,102,11,Guliston District,Oqoltin,1,4,7742
1691,102,11,Guliston District,Oqoltin,1,5,5204
1692,102,11,Guliston District,Oqoltin,1,6,6185
1693,,,,,0,1,2630
1694,,,,,0,2,1123
1695,,,,,0,3,1763
1696,,,,,0,4,1395
1697,,,,,0,5,1321
1698,,,,,0,6,1668
1699,,,,,1,1,2896
1700,,,,,1,2,1174
1701,,,,,1,3,1781
1702,,,,,1,4,1259
1703,,,,,1,5,1149
1704,,,,,1,6,1236
1705,25,13,Yangiariq District,Bog'ot,0,1,7899
1706,25,13,Yangiariq District,Bog'ot,0,2,2475
1707,25,13,Yangiariq District,Bog'ot,0,3,4669
1708,25,13,Yangiariq District,Bog'ot,0,4,4054
1709,25,13,Yangiariq District,Bog'ot,0,5,2617
1710,25,13,Yangiariq District,Bog'ot,0,6,3052
1711,25,13,Yangiariq District,Bog'ot,1,1,8585
1712,25,13,Yangiariq District,Bog'ot,1,2,2413
1713,25,13,Yangiariq District,Bog'ot,1,3,4400
1714,25,13,Yangiariq District,Bog'ot,1,4,3727
1715,25,13,Yangiariq District,Bog'ot,1,5,2392
1716,25,13,Yangiariq District,Bog'ot,1,6,2840
1717,100,11,Oqoltin District,Oqoltin,0,1,9900
1718,100,11,Oqoltin District,Oqoltin,0,2,3154
1719,100,11,Oqoltin District,Oqoltin,0,3,4671
1720,100,11,Oqoltin District,Oqoltin,0,4,4556
1721,100,11,Oqoltin District,Oqoltin,0,5,2597
1722,100,11,Oqoltin District,Oqoltin,0,6,3233
1723,100,11,Oqoltin District,Oqoltin,1,1,10631
1724,100,11,Oqoltin District,Oqoltin,1,2,3370
1725,100,11,Oqoltin District,Oqoltin,1,3,4741
1726,100,11,Oqoltin District,Oqoltin,1,4,4625
1727,100,11,Oqoltin District,Oqoltin,1,5,2576
1728,100,11,Oqoltin District,Oqoltin,1,6,2542
1729,101,11,Boyovut District,Oqoltin,0,1,24723
1730,101,11,Boyovut District,Oqoltin,0,2,6750
1731,101,11,Boyovut District,Oqoltin,0,3,11639
1732,101,11,Boyovut District,Oqoltin,0,4,10795
1733,101,11,Boyovut District,Oqoltin,0,5,7148
1734,101,11,Boyovut District,Oqoltin,0,6,8695
